id,parent_id,name_ar,name_en,name_bn,name_de,name_es,name_fr,name_id,name_ml,name_pt,name_ru,name_ta,name_tr,name_ur,name_zh,name_hi,name_it,name_fa,name_am,name_az,name_bs,name_cs,name_ha,name_ku,name_nl,name_ps,name_ro,name_si,name_so,name_sq,name_sv,name_sw,name_tg,name_th,name_ug,name_uz,name_vi,name_yo,slug
1885,327,نظام الشورى في الإسلام,Consultation System in Islam,,Consultation System in Islam,Consultation System in Islam,Consultation System in Islam,Consultation System in Islam,,,Consultation System in Islam,,Consultation System in Islam,Consultation System in Islam,,,,Consultation System in Islam,,,,,,,,,,,,,,,,,,,,,consultation-system-in-islam
1886,328,الحضارة الإسلامية,Islamic Civilization,,Islamic Civilization,Islamic Civilization,Islamic Civilization,Islamic Civilization,,,Islamic Civilization,,Islamic Civilization,Islamic Civilization,,,,Islamic Civilization,,,,,,,,,,,,,,,,,,,,,islamic-civilization
1887,7,السيرة النبوية,Prophet's Biography,,Prophet's Biography,Prophet's Biography,Prophet's Biography,Prophet's Biography,,,Prophet's Biography,,Prophet's Biography,Prophet's Biography,,,,Prophet's Biography,,,,,,,,,,,,,,,,,,,,,prophets-biography
1888,7,التاريخ,History,,History,History,History,History,,,History,,History,History,,,,History,,,,,,,,,,,,,,,,,,,,,history
1889,367,نسبه صلى الله عليه وسلم,Prophet's Lineage,,Prophet's Lineage,Prophet's Lineage,Prophet's Lineage,Prophet's Lineage,,,Prophet's Lineage,,Prophet's Lineage,Prophet's Lineage,,,,Prophet's Lineage,,,,,,,,,,,,,,,,,,,,,prophets-lineage
1890,367,زوجاته صلى الله عليه وسلم وأحوال بيت النبوة,Prophet's Wives and Family Issues,,Prophet's Wives and Family Issues,Prophet's Wives and Family Issues,Prophet's Wives and Family Issues,Prophet's Wives and Family Issues,,,Prophet's Wives and Family Issues,,Prophet's Wives and Family Issues,Prophet's Wives and Family Issues,,,,Prophet's Wives and Family Issues,,,,,,,,,,,,,,,,,,,,,prophets-wives-and-family-issues
1891,367,أولاده صلى الله عليه وسلم,Prophet's Children,,Prophet's Children,Prophet's Children,Prophet's Children,Prophet's Children,,,Prophet's Children,,Prophet's Children,Prophet's Children,,,,Prophet's Children,,,,,,,,,,,,,,,,,,,,,prophets-children
1892,367,خدمه صلى الله عليه وسلم,Prophet's Servants,,Prophet's Servants,Prophet's Servants,Prophet's Servants,Prophet's Servants,,,Prophet's Servants,,Prophet's Servants,Prophet's Servants,,,,Prophet's Servants,,,,,,,,,,,,,,,,,,,,,prophets-servants
1893,367,حياته قبل البعثة صلى الله عليه وسلم,Prophet's Life before Mission,,Prophet's Life before Mission,Prophet's Life before Mission,Prophet's Life before Mission,Prophet's Life before Mission,,,Prophet's Life before Mission,,Prophet's Life before Mission,Prophet's Life before Mission,,,,Prophet's Life before Mission,,,,,,,,,,,,,,,,,,,,,prophets-life-before-mission
1894,367,مبعثه صلى الله عليه وسلم,Prophet's Mission,,Prophet's Mission,Prophet's Mission,Prophet's Mission,Prophet's Mission,,,Prophet's Mission,,Prophet's Mission,Prophet's Mission,,,,Prophet's Mission,,,,,,,,,,,,,,,,,,,,,prophets-mission
1895,367,العهد المكي,The Makkan Period,,The Makkan Period,The Makkan Period,The Makkan Period,The Makkan Period,,,The Makkan Period,,The Makkan Period,The Makkan Period,,,,The Makkan Period,,,,,,,,,,,,,,,,,,,,,the-makkan-period
1896,367,الهجرة,The Emigration (Hijrah),,The Emigration (Hijrah),The Emigration (Hijrah),The Emigration (Hijrah),The Emigration (Hijrah),,,The Emigration (Hijrah),,The Emigration (Hijrah),The Emigration (Hijrah),,,,The Emigration (Hijrah),,,,,,,,,,,,,,,,,,,,,the-emigration-hijrah
1897,367,العهد المدني,The Madinan Period,,The Madinan Period,The Madinan Period,The Madinan Period,The Madinan Period,,,The Madinan Period,,The Madinan Period,The Madinan Period,,,,The Madinan Period,,,,,,,,,,,,,,,,,,,,,the-madinan-period
1898,367,غزواته وسراياه صلى الله عليه وسلم,Prophet's Battles and Expeditions,,Prophet's Battles and Expeditions,Prophet's Battles and Expeditions,Prophet's Battles and Expeditions,Prophet's Battles and Expeditions,,,Prophet's Battles and Expeditions,,Prophet's Battles and Expeditions,Prophet's Battles and Expeditions,,,,Prophet's Battles and Expeditions,,,,,,,,,,,,,,,,,,,,,prophets-battles-and-expeditions
1899,367,مكاتباته ومراسلاته صلى الله عليه وسلم,Prophet's Correspondences,,Prophet's Correspondences,Prophet's Correspondences,Prophet's Correspondences,Prophet's Correspondences,,,Prophet's Correspondences,,Prophet's Correspondences,Prophet's Correspondences,,,,Prophet's Correspondences,,,,,,,,,,,,,,,,,,,,,prophets-correspondences
1900,367,وفاته صلى الله عليه وسلم,Prophet's Death,,Prophet's Death,Prophet's Death,Prophet's Death,Prophet's Death,,,Prophet's Death,,Prophet's Death,Prophet's Death,,,,Prophet's Death,,,,,,,,,,,,,,,,,,,,,prophets-death
1901,367,الشمائل المحمدية,Muhammadan Qualities,,Muhammadan Qualities,Muhammadan Qualities,Muhammadan Qualities,Muhammadan Qualities,,,Muhammadan Qualities,,Muhammadan Qualities,Muhammadan Qualities,,,,Muhammadan Qualities,,,,,,,,,,,,,,,,,,,,,muhammadan-qualities
1902,368,قصص وأحوال الأمم السابقة,Stories and Conditions of Pre-Islamic Nations,,Stories and Conditions of Pre-Islamic Nations,Stories and Conditions of Pre-Islamic Nations,Stories and Conditions of Pre-Islamic Nations,Stories and Conditions of Pre-Islamic Nations,,,Stories and Conditions of Pre-Islamic Nations,,Stories and Conditions of Pre-Islamic Nations,Stories and Conditions of Pre-Islamic Nations,,,,Stories and Conditions of Pre-Islamic Nations,,,,,,,,,,,,,,,,,,,,,stories-and-conditions-of-pre-islamic-nations
1903,368,تاريخ مكة والمدينة والأقصى,History of Makkah; Madinah; and the Aqsa (Jerusalem),,History of Makkah; Madinah; and the Aqsa (Jerusalem),History of Makkah; Madinah; and the Aqsa (Jerusalem),History of Makkah; Madinah; and the Aqsa (Jerusalem),History of Makkah; Madinah; and the Aqsa (Jerusalem),,,History of Makkah; Madinah; and the Aqsa (Jerusalem),,History of Makkah; Madinah; and the Aqsa (Jerusalem),History of Makkah; Madinah; and the Aqsa (Jerusalem),,,,History of Makkah; Madinah; and the Aqsa (Jerusalem),,,,,,,,,,,,,,,,,,,,,history-of-makkah;-madinah;-and-the-aqsa-jerusalem
1904,368,الحروب والغزوات,Wars and Battles,,Wars and Battles,Wars and Battles,Wars and Battles,Wars and Battles,,,Wars and Battles,,Wars and Battles,Wars and Battles,,,,Wars and Battles,,,,,,,,,,,,,,,,,,,,,wars-and-battles
1905,368,التراجم وسير الأعلام,Biographies (of Famous Figures),,Biographies (of Famous Figures),Biographies (of Famous Figures),Biographies (of Famous Figures),Biographies (of Famous Figures),,,Biographies (of Famous Figures),,Biographies (of Famous Figures),Biographies (of Famous Figures),,,,Biographies (of Famous Figures),,,,,,,,,,,,,,,,,,,,,biographies-of-famous-figures
1906,368,البلدان والأعلام,Countries and Figures,,Countries and Figures,Countries and Figures,Countries and Figures,Countries and Figures,,,Countries and Figures,,Countries and Figures,Countries and Figures,,,,Countries and Figures,,,,,,,,,,,,,,,,,,,,,countries-and-figures
1907,368,مناسبات دورية,Periodical Occasions,,Periodical Occasions,Periodical Occasions,Periodical Occasions,Periodical Occasions,,,Periodical Occasions,,Periodical Occasions,Periodical Occasions,,,,Periodical Occasions,,,,,,,,,,,,,,,,,,,,,periodical-occasions
1908,100,موقف أهل السنة من أهل البدع,Ahl-us-Sunnah's (Sunni) Stance on Religious Innovators,,Ahl-us-Sunnah's (Sunni) Stance on Religious Innovators,Ahl-us-Sunnah's (Sunni) Stance on Religious Innovators,Ahl-us-Sunnah's (Sunni) Stance on Religious Innovators,Ahl-us-Sunnah's (Sunni) Stance on Religious Innovators,,,Ahl-us-Sunnah's (Sunni) Stance on Religious Innovators,,Ahl-us-Sunnah's (Sunni) Stance on Religious Innovators,Ahl-us-Sunnah's (Sunni) Stance on Religious Innovators,,,,Ahl-us-Sunnah's (Sunni) Stance on Religious Innovators,,,,,,,,,,,,,,,,,,,,,ahl-us-sunnahs-sunni-stance-on-religious-innovators
1909,133,أحكام المياه,Rulings of Water,,Rulings of Water,Rulings of Water,Rulings of Water,Rulings of Water,,,Rulings of Water,,Rulings of Water,Rulings of Water,,,,Rulings of Water,,,,,,,,,,,,,,,,,,,,,rulings-of-water
1910,133,إزالة النجاسات,Removing Impurities,,Removing Impurities,Removing Impurities,Removing Impurities,Removing Impurities,,,Removing Impurities,,Removing Impurities,Removing Impurities,,,,Removing Impurities,,,,,,,,,,,,,,,,,,,,,removing-impurities
1911,133,الآنية,Utensils,,Utensils,Utensils,Utensils,Utensils,,,Utensils,,Utensils,Utensils,,,,Utensils,,,,,,,,,,,,,,,,,,,,,utensils
1912,133,آداب قضاء الحاجة,Toilet Manners,,Toilet Manners,Toilet Manners,Toilet Manners,Toilet Manners,,,Toilet Manners,,Toilet Manners,Toilet Manners,,,,Toilet Manners,,,,,,,,,,,,,,,,,,,,,toilet-manners
1913,133,سنن الفطرة,Natural Cleanliness Practices,,Natural Cleanliness Practices,Natural Cleanliness Practices,Natural Cleanliness Practices,Natural Cleanliness Practices,,,Natural Cleanliness Practices,,Natural Cleanliness Practices,Natural Cleanliness Practices,,,,Natural Cleanliness Practices,,,,,,,,,,,,,,,,,,,,,natural-cleanliness-practices
1914,133,الوضوء,Ablution,,Ablution,Ablution,Ablution,Ablution,,,Ablution,,Ablution,Ablution,,,,Ablution,,,,,,,,,,,,,,,,,,,,,ablution
1915,133,الغسل,Ritual Bath,,Ritual Bath,Ritual Bath,Ritual Bath,Ritual Bath,,,Ritual Bath,,Ritual Bath,Ritual Bath,,,,Ritual Bath,,,,,,,,,,,,,,,,,,,,,ritual-bath
1916,133,التيمم,Dry Ablution,,Dry Ablution,Dry Ablution,Dry Ablution,Dry Ablution,,,Dry Ablution,,Dry Ablution,Dry Ablution,,,,Dry Ablution,,,,,,,,,,,,,,,,,,,,,dry-ablution
1917,133,الحيض والنفاس والاستحاضة,Menses; Postpartum Bleeding; Extra-Menses Bleeding,,Menses; Postpartum Bleeding; Extra-Menses Bleeding,Menses; Postpartum Bleeding; Extra-Menses Bleeding,Menses; Postpartum Bleeding; Extra-Menses Bleeding,Menses; Postpartum Bleeding; Extra-Menses Bleeding,,,Menses; Postpartum Bleeding; Extra-Menses Bleeding,,Menses; Postpartum Bleeding; Extra-Menses Bleeding,Menses; Postpartum Bleeding; Extra-Menses Bleeding,,,,Menses; Postpartum Bleeding; Extra-Menses Bleeding,,,,,,,,,,,,,,,,,,,,,menses;-postpartum-bleeding;-extra-menses-bleeding
1918,437,فضل الوضوء,Excellence of Ablution,,Excellence of Ablution,Excellence of Ablution,Excellence of Ablution,Excellence of Ablution,,,Excellence of Ablution,,Excellence of Ablution,Excellence of Ablution,,,,Excellence of Ablution,,,,,,,,,,,,,,,,,,,,,excellence-of-ablution
1919,437,أركان الوضوء,Pillars of Ablution,,Pillars of Ablution,Pillars of Ablution,Pillars of Ablution,Pillars of Ablution,,,Pillars of Ablution,,Pillars of Ablution,Pillars of Ablution,,,,Pillars of Ablution,,,,,,,,,,,,,,,,,,,,,pillars-of-ablution
1920,437,سنن وآداب الوضوء,Recommended Acts and Manners of Ablution,,Recommended Acts and Manners of Ablution,Recommended Acts and Manners of Ablution,Recommended Acts and Manners of Ablution,Recommended Acts and Manners of Ablution,,,Recommended Acts and Manners of Ablution,,Recommended Acts and Manners of Ablution,Recommended Acts and Manners of Ablution,,,,Recommended Acts and Manners of Ablution,,,,,,,,,,,,,,,,,,,,,recommended-acts-and-manners-of-ablution
1921,437,صفة الوضوء,Method of Ablution,,Method of Ablution,Method of Ablution,Method of Ablution,Method of Ablution,,,Method of Ablution,,Method of Ablution,Method of Ablution,,,,Method of Ablution,,,,,,,,,,,,,,,,,,,,,method-of-ablution
1922,437,نواقض الوضوء,Nullifiers of Ablution,,Nullifiers of Ablution,Nullifiers of Ablution,Nullifiers of Ablution,Nullifiers of Ablution,,,Nullifiers of Ablution,,Nullifiers of Ablution,Nullifiers of Ablution,,,,Nullifiers of Ablution,,,,,,,,,,,,,,,,,,,,,nullifiers-of-ablution
1923,438,أحكام الغسل,Rulings of the Ritual Bath,,Rulings of the Ritual Bath,Rulings of the Ritual Bath,Rulings of the Ritual Bath,Rulings of the Ritual Bath,,,Rulings of the Ritual Bath,,Rulings of the Ritual Bath,Rulings of the Ritual Bath,,,,Rulings of the Ritual Bath,,,,,,,,,,,,,,,,,,,,,rulings-of-the-ritual-bath
1924,438,موجبات الغسل,Causes of Obligatory Ritual Bath,,Causes of Obligatory Ritual Bath,Causes of Obligatory Ritual Bath,Causes of Obligatory Ritual Bath,Causes of Obligatory Ritual Bath,,,Causes of Obligatory Ritual Bath,,Causes of Obligatory Ritual Bath,Causes of Obligatory Ritual Bath,,,,Causes of Obligatory Ritual Bath,,,,,,,,,,,,,,,,,,,,,causes-of-obligatory-ritual-bath
1925,438,سنن وآداب الغسل,Recommended Manners of the Ritual Bath,,Recommended Manners of the Ritual Bath,Recommended Manners of the Ritual Bath,Recommended Manners of the Ritual Bath,Recommended Manners of the Ritual Bath,,,Recommended Manners of the Ritual Bath,,Recommended Manners of the Ritual Bath,Recommended Manners of the Ritual Bath,,,,Recommended Manners of the Ritual Bath,,,,,,,,,,,,,,,,,,,,,recommended-manners-of-the-ritual-bath
1926,134,وجوب الصلاة وحكم تاركها,Obligation of Prayer and Ruling on Its Abandoner,,Obligation of Prayer and Ruling on Its Abandoner,Obligation of Prayer and Ruling on Its Abandoner,Obligation of Prayer and Ruling on Its Abandoner,Obligation of Prayer and Ruling on Its Abandoner,,,Obligation of Prayer and Ruling on Its Abandoner,,Obligation of Prayer and Ruling on Its Abandoner,Obligation of Prayer and Ruling on Its Abandoner,,,,Obligation of Prayer and Ruling on Its Abandoner,,,,,,,,,,,,,,,,,,,,,obligation-of-prayer-and-ruling-on-its-abandoner
1927,134,فضل الصلاة,Virtue of Prayer,,Virtue of Prayer,Virtue of Prayer,Virtue of Prayer,Virtue of Prayer,,,Virtue of Prayer,,Virtue of Prayer,Virtue of Prayer,,,,Virtue of Prayer,,,,,,,,,,,,,,,,,,,,,virtue-of-prayer
1928,134,الأذان والإقامة,The Azan and Iqaamah,,The Azan and Iqaamah,The Azan and Iqaamah,The Azan and Iqaamah,The Azan and Iqaamah,,,The Azan and Iqaamah,,The Azan and Iqaamah,The Azan and Iqaamah,,,,The Azan and Iqaamah,,,,,,,,,,,,,,,,,,,,,the-azan-and-iqaamah
1929,134,أوقات النهي عن الصلاة,Times Not to Pray,,Times Not to Pray,Times Not to Pray,Times Not to Pray,Times Not to Pray,,,Times Not to Pray,,Times Not to Pray,Times Not to Pray,,,,Times Not to Pray,,,,,,,,,,,,,,,,,,,,,times-not-to-pray
1930,134,شروط الصلاة,Conditions of Prayer,,Conditions of Prayer,Conditions of Prayer,Conditions of Prayer,Conditions of Prayer,,,Conditions of Prayer,,Conditions of Prayer,Conditions of Prayer,,,,Conditions of Prayer,,,,,,,,,,,,,,,,,,,,,conditions-of-prayer
1931,134,أركان الصلاة,Pillars of Prayer,,Pillars of Prayer,Pillars of Prayer,Pillars of Prayer,Pillars of Prayer,,,Pillars of Prayer,,Pillars of Prayer,Pillars of Prayer,,,,Pillars of Prayer,,,,,,,,,,,,,,,,,,,,,pillars-of-prayer
1932,134,واجبات الصلاة,Obligatory Acts of Prayer,,Obligatory Acts of Prayer,Obligatory Acts of Prayer,Obligatory Acts of Prayer,Obligatory Acts of Prayer,,,Obligatory Acts of Prayer,,Obligatory Acts of Prayer,Obligatory Acts of Prayer,,,,Obligatory Acts of Prayer,,,,,,,,,,,,,,,,,,,,,obligatory-acts-of-prayer
1933,134,سنن الصلاة,Recommended Acts of Prayer,,Recommended Acts of Prayer,Recommended Acts of Prayer,Recommended Acts of Prayer,Recommended Acts of Prayer,,,Recommended Acts of Prayer,,Recommended Acts of Prayer,Recommended Acts of Prayer,,,,Recommended Acts of Prayer,,,,,,,,,,,,,,,,,,,,,recommended-acts-of-prayer
1934,134,صفة الصلاة,Method of Prayer,,Method of Prayer,Method of Prayer,Method of Prayer,Method of Prayer,,,Method of Prayer,,Method of Prayer,Method of Prayer,,,,Method of Prayer,,,,,,,,,,,,,,,,,,,,,method-of-prayer
1935,134,أذكار الصلاة,Dhikr (Invocation) during Prayer,,Dhikr (Invocation) during Prayer,Dhikr (Invocation) during Prayer,Dhikr (Invocation) during Prayer,Dhikr (Invocation) during Prayer,,,Dhikr (Invocation) during Prayer,,Dhikr (Invocation) during Prayer,Dhikr (Invocation) during Prayer,,,,Dhikr (Invocation) during Prayer,,,,,,,,,,,,,,,,,,,,,dhikr-invocation-during-prayer
1936,134,مبطلات الصلاة,Nullifiers of Prayer,,Nullifiers of Prayer,Nullifiers of Prayer,Nullifiers of Prayer,Nullifiers of Prayer,,,Nullifiers of Prayer,,Nullifiers of Prayer,Nullifiers of Prayer,,,,Nullifiers of Prayer,,,,,,,,,,,,,,,,,,,,,nullifiers-of-prayer
1937,134,أخطاء المصلين,Mistakes during Prayer,,Mistakes during Prayer,Mistakes during Prayer,Mistakes during Prayer,Mistakes during Prayer,,,Mistakes during Prayer,,Mistakes during Prayer,Mistakes during Prayer,,,,Mistakes during Prayer,,,,,,,,,,,,,,,,,,,,,mistakes-during-prayer
1938,134,سجود السهو والتلاوة والشكر,Prostration of Forgetfulness; Recitation; Gratitude,,Prostration of Forgetfulness; Recitation; Gratitude,Prostration of Forgetfulness; Recitation; Gratitude,Prostration of Forgetfulness; Recitation; Gratitude,Prostration of Forgetfulness; Recitation; Gratitude,,,Prostration of Forgetfulness; Recitation; Gratitude,,Prostration of Forgetfulness; Recitation; Gratitude,Prostration of Forgetfulness; Recitation; Gratitude,,,,Prostration of Forgetfulness; Recitation; Gratitude,,,,,,,,,,,,,,,,,,,,,prostration-of-forgetfulness;-recitation;-gratitude
1939,134,فضل صلاة الجماعة وأحكامها,Virtue and Rulings of Congregational Prayer,,Virtue and Rulings of Congregational Prayer,Virtue and Rulings of Congregational Prayer,Virtue and Rulings of Congregational Prayer,Virtue and Rulings of Congregational Prayer,,,Virtue and Rulings of Congregational Prayer,,Virtue and Rulings of Congregational Prayer,Virtue and Rulings of Congregational Prayer,,,,Virtue and Rulings of Congregational Prayer,,,,,,,,,,,,,,,,,,,,,virtue-and-rulings-of-congregational-prayer
1940,134,أحكام الإمام والمأموم,Rulings of the Imam and Followers in Prayer,,Rulings of the Imam and Followers in Prayer,Rulings of the Imam and Followers in Prayer,Rulings of the Imam and Followers in Prayer,Rulings of the Imam and Followers in Prayer,,,Rulings of the Imam and Followers in Prayer,,Rulings of the Imam and Followers in Prayer,Rulings of the Imam and Followers in Prayer,,,,Rulings of the Imam and Followers in Prayer,,,,,,,,,,,,,,,,,,,,,rulings-of-the-imam-and-followers-in-prayer
1941,134,صلاة أهل الأعذار,Prayer of the People with Excuses,,Prayer of the People with Excuses,Prayer of the People with Excuses,Prayer of the People with Excuses,Prayer of the People with Excuses,,,Prayer of the People with Excuses,,Prayer of the People with Excuses,Prayer of the People with Excuses,,,,Prayer of the People with Excuses,,,,,,,,,,,,,,,,,,,,,prayer-of-the-people-with-excuses
1942,134,صلاة الجمعة,Jumu‘ah (Friday) Prayer,,Jumu‘ah (Friday) Prayer,Jumu‘ah (Friday) Prayer,Jumu‘ah (Friday) Prayer,Jumu‘ah (Friday) Prayer,,,Jumu‘ah (Friday) Prayer,,Jumu‘ah (Friday) Prayer,Jumu‘ah (Friday) Prayer,,,,Jumu‘ah (Friday) Prayer,,,,,,,,,,,,,,,,,,,,,jumu‘ah-friday-prayer
1943,134,صلاة التطوع,Voluntary Prayer,,Voluntary Prayer,Voluntary Prayer,Voluntary Prayer,Voluntary Prayer,,,Voluntary Prayer,,Voluntary Prayer,Voluntary Prayer,,,,Voluntary Prayer,,,,,,,,,,,,,,,,,,,,,voluntary-prayer
1944,134,صلاة الخوف,Prayer of Fear,,Prayer of Fear,Prayer of Fear,Prayer of Fear,Prayer of Fear,,,Prayer of Fear,,Prayer of Fear,Prayer of Fear,,,,Prayer of Fear,,,,,,,,,,,,,,,,,,,,,prayer-of-fear
1945,472,فضل يوم الجمعة,Virtue of Friday,,Virtue of Friday,Virtue of Friday,Virtue of Friday,Virtue of Friday,,,Virtue of Friday,,Virtue of Friday,Virtue of Friday,,,,Virtue of Friday,,,,,,,,,,,,,,,,,,,,,virtue-of-friday
1946,472,فضل صلاة الجمعة,Merit of Jumu‘ah Prayer,,Merit of Jumu‘ah Prayer,Merit of Jumu‘ah Prayer,Merit of Jumu‘ah Prayer,Merit of Jumu‘ah Prayer,,,Merit of Jumu‘ah Prayer,,Merit of Jumu‘ah Prayer,Merit of Jumu‘ah Prayer,,,,Merit of Jumu‘ah Prayer,,,,,,,,,,,,,,,,,,,,,merit-of-jumu‘ah-prayer
1947,472,أحكام صلاة الجمعة,Rulings of Jumu‘ah Prayer,,Rulings of Jumu‘ah Prayer,Rulings of Jumu‘ah Prayer,Rulings of Jumu‘ah Prayer,Rulings of Jumu‘ah Prayer,,,Rulings of Jumu‘ah Prayer,,Rulings of Jumu‘ah Prayer,Rulings of Jumu‘ah Prayer,,,,Rulings of Jumu‘ah Prayer,,,,,,,,,,,,,,,,,,,,,rulings-of-jumu‘ah-prayer
1948,472,أحكام خطبة الجمعة,Rulings of Jumu‘ah Sermon,,Rulings of Jumu‘ah Sermon,Rulings of Jumu‘ah Sermon,Rulings of Jumu‘ah Sermon,Rulings of Jumu‘ah Sermon,,,Rulings of Jumu‘ah Sermon,,Rulings of Jumu‘ah Sermon,Rulings of Jumu‘ah Sermon,,,,Rulings of Jumu‘ah Sermon,,,,,,,,,,,,,,,,,,,,,rulings-of-jumu‘ah-sermon
1949,473,فضل صلاة التطوع,Virtue of Voluntary Prayer,,Virtue of Voluntary Prayer,Virtue of Voluntary Prayer,Virtue of Voluntary Prayer,Virtue of Voluntary Prayer,,,Virtue of Voluntary Prayer,,Virtue of Voluntary Prayer,Virtue of Voluntary Prayer,,,,Virtue of Voluntary Prayer,,,,,,,,,,,,,,,,,,,,,virtue-of-voluntary-prayer
1950,473,السنن الرواتب,Regular Sunnah (Recommended) Prayers,,Regular Sunnah (Recommended) Prayers,Regular Sunnah (Recommended) Prayers,Regular Sunnah (Recommended) Prayers,Regular Sunnah (Recommended) Prayers,,,Regular Sunnah (Recommended) Prayers,,Regular Sunnah (Recommended) Prayers,Regular Sunnah (Recommended) Prayers,,,,Regular Sunnah (Recommended) Prayers,,,,,,,,,,,,,,,,,,,,,regular-sunnah-recommended-prayers
